----------------------------------COORIDINATES-----------------------------------
	X			Y			Z		   t   
-4971577.90390925	7864804.028467992	-19673161.54062621	-259200.0
3199176.971434814	26357649.160545517	-2263095.4168654825	-259200.0
229315.3484180048	9941533.186998345	21152129.553392004	-259200.0
-17369695.892448418	4017241.8498393483	10779030.173699742	-259200.0
-21493843.429023653	-7384783.1721671615	5685301.270832539	-259200.0
10395706.856098501	17766309.54825131	16297745.884260165	-259200.0
8929002.115963524	14365889.654516002	-21818421.987057213	-259200.0
18298883.11512507	18371886.022836357	18696453.829537366	-259200.0
-21425193.828877766	10663555.854862954	3867292.412112802	-259200.0
-12821552.090310887	14162903.547495818	-18573378.68648962	-259200.0
-13837627.52654862	-20372895.467611767	14991770.870767998	-259200.0
14695136.351926299	6134993.010729609	21423428.499160357	-259200.0
-2077043.0848338045	5768413.806726185	17511979.284186944	-259200.0
12947578.797538634	11843484.24800653	-18447413.306385707	-259200.0
-9843011.80337807	-21240089.73367221	4845492.422888513	-259200.0
-8203474.086944793	15611445.104753854	20832262.46390829	-259200.0
23762634.982459117	5231963.231653082	-9249908.418292183	-259200.0
-18139181.81062372	20022456.46193042	-16943059.14965945	-259200.0
-17374117.997492187	-23876134.629224345	-6665811.422538797	-259200.0
11395989.834404772	-19196981.84855621	5450458.627605099	-259200.0
12568236.974778809	17486689.187619917	5606076.19170876	-259200.0
8954251.382538201	-1839035.4378971662	21435131.529920314	-259200.0
244065.34670858365	15952050.250281218	-12548933.826446775	-259200.0
-25050950.060727485	8426826.231827958	-8675904.736348677	-259200.0
-16383055.589756537	-17589727.040625438	19474367.124530207	-259200.0
-21776869.983277768	15769230.3477472	-783485.9375017053	-259200.0
89421.92433384806	7749460.048915898	21221484.861332886	-259200.0
-3644588.852193546	22910742.64637315	8822660.71365298	-259200.0
-3628611.695423304	-25517482.23960209	-5973102.04614383	-259200.0
-12969728.4670635	-348236.82371333055	14805147.538836088	-259200.0
-12060838.287913337	19190712.34887734	15676180.123934286	-259200.0
364918.21469259076	-11911166.347928382	20511062.450694874	-259200.0
-12376698.132851617	15267123.458513096	-21740247.80955424	-259200.0
-9069916.836074498	1527179.684137214	-15242247.22805593	-259200.0
-19918676.196636017	-4606237.608897255	-8287028.140524142	-259200.0
-5727284.726435792	16387124.896062296	-21349842.977022786	-259200.0
-17200803.101577073	16106302.339051979	-19038144.371663563	-259200.0
17833854.670012638	11181527.321082823	16587131.981884548	-259200.0
-14591513.914843177	24774316.922407106	5697266.085972205	-259200.0
-11467845.894332077	-8029214.424459917	21090856.77263799	-259200.0
-276128.6613668222	-11490582.709714914	15481505.3653708	-259200.0
-16186222.49268648	-13004092.446631107	20935201.805867344	-259200.0
-819604.147564657	-14157899.579894386	-14215458.577600554	-259200.0
-17377835.20408111	-7982790.742031577	14574740.512852224	-259200.0
4655069.311663986	14403477.656010758	21643893.19958714	-259200.0
-16895594.34083541	12840501.556167746	-17230419.951254405	-259200.0
-17120862.45894465	-23616094.33087325	5118009.610718432	-259200.0
-25028041.59992759	7150545.940771813	8036425.160937873	-259200.0
17662635.213533938	23696000.448281873	-11275456.89240397	-259200.0
10468839.588161102	-3371819.7812871914	-13899091.975104263	-259200.0
-11368754.230380792	1606009.8170265323	-15755397.939663343	-259200.0
-14496710.333215328	5047821.835005015	20797597.66762585	-259200.0
-16157569.017465245	-6093078.354218609	-10498187.376330826	-259200.0
23879044.442478362	16758449.429720785	-11821767.594853714	-259200.0
-18653193.869023636	9550305.5540488	-6945530.118743866	-259200.0
13023460.26607298	15682547.996525388	21389207.54355037	-259200.0
-779666.3650879813	-6376535.665119445	20139009.446298547	-259200.0
-2784822.674737667	24294726.716987334	-6950414.502691583	-259200.0
22775117.91475174	-19471465.002478536	6167383.127796615	-259200.0
-23538657.74475624	-11668180.983810246	732784.3582378278	-259200.0
8365877.218119049	22407715.84093709	-11553957.213045932	-259200.0
-24112836.650608435	-16970773.10553484	-10611992.886082215	-259200.0
-11557386.615939047	14720335.370525833	21496332.352444947	-259200.0
-15054241.262427136	24760196.16132647	-7104704.729937266	-259200.0
6681193.368074527	14204820.544168115	-20844673.531500265	-259200.0
-13446311.190635886	13760973.347173184	19388122.985900864	-259200.0
-650907.0970910536	15276045.280545536	-21961423.792259164	-259200.0
-23222049.272228315	9125185.27101815	11278814.52386608	-259200.0
-850970.113463521	14555103.960430939	-13349496.703127855	-259200.0
-10191848.593754772	22511526.026039075	2796752.373072452	-259200.0
-10120924.01180685	-5612697.683581137	-20723708.32732185	-259200.0
5681787.107132429	16045195.796058087	10492628.732223112	-259200.0
23655783.986100297	18936042.568750836	8556157.761584684	-259200.0
-15060868.337033866	2128028.3376327627	-20630178.01701885	-259200.0
-19634729.426244214	11249036.567517988	5004236.28826422	-259200.0
-4203952.73710952	24071661.210866217	8269436.706552552	-259200.0
-4665898.9194409605	-3028933.7675910695	-18748770.869392242	-259200.0
15710586.44362774	-3434751.617101785	-11826336.833909212	-259200.0
-11280348.601623701	15238425.370319154	-17364935.22043869	-259200.0
7073528.207299029	13127560.464474654	-21875451.76010296	-259200.0
-22468703.868398722	-10207306.334145635	3201479.588955137	-259200.0
1053259.3493258068	26084123.894439504	-2747895.9756648256	-259200.0
-11486429.091812203	-22527629.264982827	-12362062.58027474	-259200.0
-18069707.820188694	21165335.03735981	-15870603.558004558	-259200.0
-10720960.109202312	-5649491.513675428	21545017.83315579	-259200.0
-2937540.930089413	8077517.907893285	17789816.410119824	-259200.0
-18149964.795925956	23582415.39545295	-10063216.7041918	-259200.0
-12358588.529517533	23826895.43789367	774680.0867884791	-259200.0
-10780651.06663123	14467344.713589642	20376426.721642192	-259200.0
8721802.751861632	15585717.192221649	-8805109.938585738	-259200.0
22763307.85577149	7384949.27012143	-11367037.761375558	-259200.0
-5562346.569552839	14032487.008762	21140919.192971356	-259200.0
-13462374.073380873	-21630034.799741473	1625520.4722094273	-259200.0
-6334981.817761759	-5731476.744533362	-18763197.7173931	-259200.0
-3968737.4802199854	17728207.201831836	-10355054.004647002	-259200.0
6843141.707315632	-15625324.37765415	9658257.823187446	-259200.0
23103382.019543014	17632728.813049406	-13160741.216303237	-259200.0
-16424704.492707513	-17119899.31166422	20131981.259640183	-259200.0
-4032122.9572143573	7020638.611773904	19631101.615413062	-259200.0
-12448747.220726054	11320662.836262219	19491137.183500916	-259200.0
-6513339.5756683	21910047.945161074	11616231.27078988	-259200.0
-7129404.083585687	-1275906.6471489947	-17360863.620209433	-259200.0
1663133.898413593	26264398.315567933	-57358.4756041261	-259200.0
-4568839.402827002	-13634910.358858133	-20980810.14752493	-259200.0
8385340.4578817515	24155799.031155545	9653387.021444676	-259200.0
-8807663.050976127	13429706.534688236	-21894553.934588794	-259200.0
-22115133.048033465	-13229246.905926423	-1289359.5130248826	-259200.0
-10178188.26567451	22652135.1125287	11219381.050004192	-259200.0
-5214126.490118098	-13613665.722545344	12023744.5158426	-259200.0
-13791073.21890371	24217289.071595285	3067704.5716189896	-259200.0
-12168701.970228456	12814393.723529927	-19976011.842648845	-259200.0
-14314095.046750376	-11725581.178787805	-17946517.571750153	-259200.0
13092759.305676319	9241120.378954526	-21904228.64639272	-259200.0
18409649.611177564	18994226.375199817	-18446132.560519204	-259200.0
-3506267.1069497373	16127244.33639935	11392534.916209934	-259200.0
